Country or Area,Year,Transaction,Unnamed: 0,Unnamed: 0.1,Quantity,Quantity Footnotes,Conversion_in_kWh,Commodity
Argentina,2016,production,4,4,704.0,0.0,5082880000.0,Liquid biofuels
Argentina,2017,Consumption by road,167,167,2025.0,0.0,17881440000.0,Liquid biofuels
Argentina,2017,Consumption in transport,110,110,1173.0,0.0,11730000000.0,Liquid biofuels
Argentina,2017,Exports,63,63,1650.0,0.0,16500000000.0,Liquid biofuels
Argentina,2017,Final consumption,225,225,2025.0,0.0,17881440000.0,Liquid biofuels
Argentina,2017,Final energy consumption,109,109,2025.0,0.0,17881440000.0,Liquid biofuels
Argentina,2017,Production,45,45,2871.0,0.0,28710000000.0,Liquid biofuels
Argentina,2017,Total energy supply,196,196,2096.0,0.0,18527500000.0,Liquid biofuels
Argentina,2017,consumption by transport,28,28,852.0,0.0,6151440000.0,Liquid biofuels
Argentina,2017,production,3,3,875.0,0.0,6317500000.0,Liquid biofuels
Argentina,2018,Consumption by road,165,165,1940.0,0.0,17059240000.0,Liquid biofuels
Argentina,2018,Consumption in transport,109,109,1098.0,0.0,10980000000.0,Liquid biofuels
Argentina,2018,Exports,62,62,1401.0,0.0,14010000000.0,Liquid biofuels
Argentina,2018,Final consumption,223,223,1940.0,0.0,17059240000.0,Liquid biofuels
Argentina,2018,Final energy consumption,107,107,1940.0,0.0,17059240000.0,Liquid biofuels
Argentina,2018,Production,44,44,2428.0,0.0,24280000000.0,Liquid biofuels
Argentina,2018,Total energy supply,194,194,1909.0,0.0,16638040000.0,Liquid biofuels
Argentina,2018,consumption by transport,27,27,842.0,0.0,6079240000.0,Liquid biofuels
Argentina,2018,production,2,2,882.0,0.0,6368040000.0,Liquid biofuels
Argentina,2019,Consumption by road,163,163,1913.0,0.0,16789240000.0,Liquid biofuels
Argentina,2019,Consumption in transport,108,108,1071.0,0.0,10710000000.0,Liquid biofuels
Argentina,2019,Exports,61,61,1015.0,0.0,10150000000.0,Liquid biofuels
Argentina,2019,Final consumption,221,221,1913.0,0.0,16789240000.0,Liquid biofuels
Argentina,2019,Final energy consumption,105,105,1913.0,0.0,16789240000.0,Liquid biofuels
Argentina,2019,Production,43,43,2147.0,0.0,21470000000.0,Liquid biofuels
Argentina,2019,Total energy supply,192,192,1982.0,0.0,17457000000.0,Liquid biofuels
Argentina,2019,consumption by transport,26,26,842.0,0.0,6079240000.0,Liquid biofuels
Argentina,2019,production,1,1,850.0,0.0,6137000000.0,Liquid biofuels
Argentina,2020,Consumption by road,161,161,1622.839,0.0,13121206240.0,Liquid biofuels
Argentina,2020,Consumption in transport,107,107,505.147,0.0,5051470000.0,Liquid biofuels
Argentina,2020,Exports,60,60,604.711,0.0,6047110000.0,Liquid biofuels
Argentina,2020,Final consumption,219,219,1622.839,0.0,13121206240.0,Liquid biofuels
Argentina,2020,Final energy consumption,103,103,1622.839,0.0,13121206240.0,Liquid biofuels
Argentina,2020,Production,42,42,1171.91,0.0,11719100000.0,Liquid biofuels
Argentina,2020,Total energy supply,190,190,1695.4830000000002,0.0,13818200480.0,Liquid biofuels
Argentina,2020,consumption by transport,25,25,1117.692,0.0,8069736240.0,Liquid biofuels
Argentina,2020,production,0,0,1128.284,0.0,8146210480.000001,Liquid biofuels
Armenia,2004,Total energy supply,125,125,0.18,0.0,1299600.0,Liquid biofuels
Armenia,2004,exports,102,102,0.02,0.0,144400.0,Liquid biofuels
Armenia,2004,imports,85,85,0.2,0.0,1444000.0,Liquid biofuels
Armenia,2005,Total energy supply,124,124,0.59,0.0,4259800.0,Liquid biofuels
Armenia,2005,exports,101,101,0.0,0.0,0.0,Liquid biofuels
Armenia,2005,imports,84,84,0.59,0.0,4259800.0,Liquid biofuels
Armenia,2006,Total energy supply,123,123,0.32,0.0,2310400.0,Liquid biofuels
Armenia,2006,exports,100,100,0.02,0.0,144400.0,Liquid biofuels
Armenia,2006,imports,83,83,0.34,0.0,2454800.0,Liquid biofuels
Armenia,2007,Total energy supply,122,122,0.16,0.0,1155200.0,Liquid biofuels
Armenia,2007,exports,99,99,0.08,0.0,577600.0,Liquid biofuels
Armenia,2007,imports,82,82,0.24,0.0,1732800.0,Liquid biofuels
Armenia,2008,Total energy supply,121,121,-0.05,0.0,-361000.0,Liquid biofuels
Armenia,2008,exports,98,98,0.22,0.0,1588400.0,Liquid biofuels
Armenia,2008,imports,81,81,0.17,0.0,1227400.0,Liquid biofuels
Armenia,2009,Total energy supply,120,120,0.2,0.0,1444000.0,Liquid biofuels
Armenia,2009,exports,97,97,0.1,0.0,722000.0,Liquid biofuels
Armenia,2009,imports,80,80,0.3,0.0,2166000.0,Liquid biofuels
Armenia,2010,Total energy supply,119,119,0.2,1.0,1444000.0,Liquid biofuels
Armenia,2010,exports,96,96,0.1,1.0,722000.0,Liquid biofuels
Armenia,2010,imports,79,79,0.3,1.0,2166000.0,Liquid biofuels
Armenia,2011,Total energy supply,118,118,0.2,1.0,1444000.0,Liquid biofuels
Armenia,2011,exports,95,95,0.1,1.0,722000.0,Liquid biofuels
Armenia,2011,imports,78,78,0.3,1.0,2166000.0,Liquid biofuels
Armenia,2012,Total energy supply,117,117,0.07,0.0,505400.00000000006,Liquid biofuels
Armenia,2012,exports,94,94,0.0,0.0,0.0,Liquid biofuels
Armenia,2012,imports,77,77,0.07,0.0,505400.00000000006,Liquid biofuels
Armenia,2013,Total energy supply,116,116,0.28,0.0,2021600.0,Liquid biofuels
Armenia,2013,exports,93,93,0.05,0.0,361000.0,Liquid biofuels
Armenia,2013,imports,76,76,0.33,0.0,2382600.0,Liquid biofuels
Armenia,2014,Total energy supply,115,115,0.0,0.0,0.0,Liquid biofuels
Armenia,2014,exports,92,92,0.0,0.0,0.0,Liquid biofuels
Armenia,2014,imports,75,75,0.34,0.0,2454800.0,Liquid biofuels
Armenia,2014,stock changes,108,108,0.34,0.0,2454800.0,Liquid biofuels
Armenia,2015,Total energy supply,114,114,0.0,0.0,0.0,Liquid biofuels
Armenia,2015,exports,91,91,0.0,0.0,0.0,Liquid biofuels
Armenia,2015,imports,74,74,0.31,0.0,2238200.0,Liquid biofuels
Armenia,2015,stock changes,107,107,0.31,0.0,2238200.0,Liquid biofuels
Armenia,2016,Total energy supply,113,113,0.0,0.0,0.0,Liquid biofuels
Armenia,2016,exports,90,90,0.0,0.0,0.0,Liquid biofuels
Armenia,2016,imports,73,73,0.35,0.0,2527000.0,Liquid biofuels
Armenia,2016,stock changes,106,106,0.35,0.0,2527000.0,Liquid biofuels
Armenia,2017,Total energy supply,112,112,0.0,0.0,0.0,Liquid biofuels
Armenia,2017,exports,89,89,0.0,0.0,0.0,Liquid biofuels
Armenia,2017,imports,72,72,0.37,0.0,2671400.0,Liquid biofuels
Armenia,2017,stock changes,105,105,0.37,0.0,2671400.0,Liquid biofuels
Armenia,2018,Total energy supply,111,111,0.0,0.0,0.0,Liquid biofuels
Armenia,2018,exports,88,88,1.65,0.0,11913000.0,Liquid biofuels
Armenia,2018,imports,71,71,0.57,0.0,4115400.0,Liquid biofuels
Armenia,2018,stock changes,104,104,-1.08,0.0,-7797600.000000001,Liquid biofuels
Armenia,2019,Total energy supply,110,110,0.0009999999999998,0.0,7219.999999998557,Liquid biofuels
Armenia,2019,exports,87,87,1.655,0.0,11949100.0,Liquid biofuels
Armenia,2019,imports,70,70,0.571,0.0,4122620.0,Liquid biofuels
Armenia,2019,stock changes,103,103,-1.085,0.0,-7833700.0,Liquid biofuels
Armenia,2020,Total energy supply,109,109,0.638,0.0,4606360.0,Liquid biofuels
Armenia,2020,exports,86,86,0.002,0.0,14440.0,Liquid biofuels
Armenia,2020,imports,69,69,0.64,0.0,4620800.0,Liquid biofuels
Australia,2003,Consumption by road,195,195,72.0,0.0,519840000.0,Liquid biofuels
Australia,2003,Final consumption,230,230,72.0,0.0,519840000.0,Liquid biofuels
Australia,2003,Final energy consumption,161,161,72.0,0.0,519840000.0,Liquid biofuels
Australia,2003,Total energy supply,213,213,72.0,0.0,519840000.0,Liquid biofuels
Australia,2003,consumption by transport,178,178,72.0,0.0,519840000.0,Liquid biofuels
Australia,2003,production,143,143,72.0,0.0,519840000.0,Liquid biofuels
Australia,2004,Consumption by road,194,194,36.0,0.0,259920000.0,Liquid biofuels
Australia,2004,Final consumption,229,229,36.0,0.0,259920000.0,Liquid biofuels
Australia,2004,Final energy consumption,160,160,36.0,0.0,259920000.0,Liquid biofuels
Australia,2004,Total energy supply,212,212,36.0,0.0,259920000.0,Liquid biofuels
Australia,2004,consumption by transport,177,177,36.0,0.0,259920000.0,Liquid biofuels
Australia,2004,production,142,142,36.0,0.0,259920000.0,Liquid biofuels
Australia,2005,Consumption by road,193,193,29.0,0.0,209380000.0,Liquid biofuels
Australia,2005,Final consumption,228,228,29.0,0.0,209380000.0,Liquid biofuels
Australia,2005,Final energy consumption,159,159,29.0,0.0,209380000.0,Liquid biofuels
Australia,2005,Total energy supply,211,211,29.0,0.0,209380000.0,Liquid biofuels
Australia,2005,consumption by transport,176,176,29.0,0.0,209380000.0,Liquid biofuels
Australia,2005,production,141,141,29.0,0.0,209380000.0,Liquid biofuels
Australia,2006,Consumption by road,428,428,70.0,0.0,558220000.0,Liquid biofuels
Australia,2006,Consumption in transport,222,222,19.0,0.0,190000000.0,Liquid biofuels
Australia,2006,Final consumption,492,492,70.0,0.0,558220000.0,Liquid biofuels
Australia,2006,Final energy consumption,366,366,70.0,0.0,558220000.0,Liquid biofuels
Australia,2006,Production,193,193,19.0,0.0,190000000.0,Liquid biofuels
Australia,2006,Total energy supply,461,461,70.0,0.0,558220000.0,Liquid biofuels
Australia,2006,consumption by transport,175,175,51.0,0.0,368220000.0,Liquid biofuels
Australia,2006,production,140,140,51.0,0.0,368220000.0,Liquid biofuels
Australia,2007,Consumption by road,426,426,155.0,0.0,1255320000.0,Liquid biofuels
Australia,2007,Consumption in transport,221,221,49.0,0.0,490000000.0,Liquid biofuels
Australia,2007,Final consumption,490,490,155.0,0.0,1255320000.0,Liquid biofuels
Australia,2007,Final energy consumption,364,364,155.0,0.0,1255320000.0,Liquid biofuels
Australia,2007,Production,192,192,49.0,0.0,490000000.0,Liquid biofuels
Australia,2007,Total energy supply,459,459,155.0,0.0,1255320000.0,Liquid biofuels
Australia,2007,consumption by transport,174,174,106.0,0.0,765320000.0,Liquid biofuels
Australia,2007,production,139,139,106.0,0.0,765320000.0,Liquid biofuels
Australia,2008,Consumption by road,424,424,234.0,0.0,1817360000.0,Liquid biofuels
Australia,2008,Consumption in transport,220,220,46.0,0.0,460000000.0,Liquid biofuels
Australia,2008,Final consumption,488,488,234.0,0.0,1817360000.0,Liquid biofuels
Australia,2008,Final energy consumption,362,362,234.0,0.0,1817360000.0,Liquid biofuels
Australia,2008,Production,191,191,46.0,0.0,460000000.0,Liquid biofuels
Australia,2008,Total energy supply,457,457,234.0,0.0,1817360000.0,Liquid biofuels
Australia,2008,consumption by transport,173,173,188.0,0.0,1357360000.0,Liquid biofuels
Australia,2008,production,138,138,188.0,0.0,1357360000.0,Liquid biofuels
Australia,2009,Consumption by road,422,422,294.0,0.0,2222760000.0,Liquid biofuels
Australia,2009,Consumption in transport,219,219,36.0,0.0,360000000.0,Liquid biofuels
Australia,2009,Final consumption,486,486,294.0,0.0,2222760000.0,Liquid biofuels
Australia,2009,Final energy consumption,360,360,294.0,0.0,2222760000.0,Liquid biofuels
Australia,2009,Production,190,190,36.0,0.0,360000000.0,Liquid biofuels
Australia,2009,Total energy supply,455,455,294.0,0.0,2222760000.0,Liquid biofuels
Australia,2009,consumption by transport,172,172,258.0,0.0,1862760000.0,Liquid biofuels
Australia,2009,production,137,137,258.0,0.0,1862760000.0,Liquid biofuels
Australia,2010,Consumption by road,420,420,239.0,0.0,1895160000.0,Liquid biofuels
Australia,2010,Consumption in transport,218,218,61.0,0.0,610000000.0,Liquid biofuels
Australia,2010,Final consumption,484,484,239.0,0.0,1895160000.0,Liquid biofuels
Australia,2010,Final energy consumption,358,358,239.0,0.0,1895160000.0,Liquid biofuels
Australia,2010,Production,189,189,61.0,0.0,610000000.0,Liquid biofuels
Australia,2010,Total energy supply,453,453,239.0,0.0,1895160000.0,Liquid biofuels
Australia,2010,consumption by transport,171,171,178.0,0.0,1285160000.0,Liquid biofuels
Australia,2010,production,136,136,178.0,0.0,1285160000.0,Liquid biofuels
Australia,2011,Consumption by road,418,418,319.0,0.0,2547820000.0,Liquid biofuels
Australia,2011,Consumption in transport,217,217,88.0,0.0,880000000.0,Liquid biofuels
Australia,2011,Final consumption,482,482,319.0,0.0,2547820000.0,Liquid biofuels
Australia,2011,Final energy consumption,356,356,319.0,0.0,2547820000.0,Liquid biofuels
Australia,2011,Production,188,188,88.0,0.0,880000000.0,Liquid biofuels
Australia,2011,Total energy supply,451,451,319.0,0.0,2547820000.0,Liquid biofuels
Australia,2011,consumption by transport,170,170,231.0,0.0,1667820000.0,Liquid biofuels
Australia,2011,production,135,135,231.0,0.0,1667820000.0,Liquid biofuels
Australia,2012,Consumption by road,416,416,322.0,0.0,2602840000.0,Liquid biofuels
Australia,2012,Consumption in transport,216,216,100.0,0.0,1000000000.0,Liquid biofuels
Australia,2012,Final consumption,480,480,322.0,0.0,2602840000.0,Liquid biofuels
Australia,2012,Final energy consumption,354,354,322.0,0.0,2602840000.0,Liquid biofuels
Australia,2012,Production,187,187,100.0,0.0,1000000000.0,Liquid biofuels
Australia,2012,Total energy supply,449,449,322.0,0.0,2602840000.0,Liquid biofuels
Australia,2012,consumption by transport,169,169,222.0,0.0,1602840000.0,Liquid biofuels
Australia,2012,production,134,134,222.0,0.0,1602840000.0,Liquid biofuels
Australia,2013,Consumption by road,414,414,342.0,0.0,2747240000.0,Liquid biofuels
Australia,2013,Consumption in transport,215,215,100.0,0.0,1000000000.0,Liquid biofuels
Australia,2013,Final consumption,478,478,342.0,0.0,2747240000.0,Liquid biofuels
